2025-02-10 11:50:44 - Logger initialized successfully.
2025-02-10 11:50:44 - Initializing CarRacing-v2 environment in render mode...
2025-02-10 11:50:44 - Environment initialized successfully.
2025-02-10 11:50:44 - Loading trained model from trained agents/ppo_CarRacing-v2_2025-02-09_16-01-58_reward_205.00.zip...
2025-02-10 11:50:45 - ✅ Model loaded successfully.
2025-02-10 11:50:45 - Starting simulation...
2025-02-10 11:50:45 - Action taken: [1. 0. 0.], Reward: 6.289776357827477, Done: False, Truncated: False
2025-02-10 11:52:55 - Action taken: [-0.31871462  1.          0.        ], Reward: 3.015264797507788, Done: False, Truncated: False
2025-02-10 11:52:55 - Reward: -0.09999999999999964
2025-02-10 11:52:55 - Action taken: [0.4340397 1.        0.       ], Reward: -0.09999999999999964, Done: False, Truncated: False
2025-02-10 11:52:55 - Reward: -0.09999999999999964
2025-02-10 11:52:55 - Action taken: [-0.70149  1.       0.     ], Reward: -0.09999999999999964, Done: False, Truncated: False
2025-02-10 11:52:55 - Reward: -0.09999999999999964
2025-02-10 11:52:55 - Action taken: [-0.80251604  1.          0.        ], Reward: -0.09999999999999964, Done: False, Truncated: False
2025-02-10 11:52:55 - Reward: -0.09999999999999964
2025-02-10 11:52:55 - Action taken: [0.6447379 1.        0.       ], Reward: -0.09999999999999964, Done: False, Truncated: False
2025-02-10 11:52:55 - Reward: -0.09999999999999964
2025-02-10 11:52:55 - Action taken: [1. 1. 0.], Reward: -0.09999999999999964, Done: False, Truncated: False
2025-02-10 11:52:55 - Reward: -0.09999999999999964
2025-02-10 11:52:55 - Action taken: [-0.3002823  1.         0.       ], Reward: -0.09999999999999964, Done: False, Truncated: False
2025-02-10 11:52:55 - Reward: 3.015264797507788
2025-02-10 11:52:55 - Action taken: [-1.  1.  0.], Reward: 3.015264797507788, Done: False, Truncated: False
2025-02-10 11:52:55 - Reward: -0.09999999999999964
2025-02-10 11:52:55 - Action taken: [1. 1. 0.], Reward: -0.09999999999999964, Done: False, Truncated: False
2025-02-10 11:52:55 - Reward: -0.09999999999999964
2025-02-10 11:52:55 - Action taken: [1. 1. 0.], Reward: -0.09999999999999964, Done: False, Truncated: False
2025-02-10 11:52:55 - Reward: -0.09999999999999964
2025-02-10 11:52:55 - Action taken: [1. 1. 0.], Reward: -0.09999999999999964, Done: False, Truncated: False
2025-02-10 11:52:56 - Reward: -0.09999999999999964
2025-02-10 11:52:56 - Action taken: [1. 1. 0.], Reward: -0.09999999999999964, Done: False, Truncated: False
2025-02-10 11:52:56 - Reward: -0.09999999999999964
2025-02-10 11:52:56 - Action taken: [1. 1. 0.], Reward: -0.09999999999999964, Done: False, Truncated: False
2025-02-10 11:52:56 - Reward: 3.015264797507788
2025-02-10 11:52:56 - Action taken: [0.23982404 1.         0.        ], Reward: 3.015264797507788, Done: False, Truncated: False
2025-02-10 11:52:56 - Reward: -0.10000000000000142
2025-02-10 11:52:56 - Action taken: [-0.09539165  0.8746259   0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:56 - Reward: -0.10000000000000142
2025-02-10 11:52:56 - Action taken: [0.89075047 1.         0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:56 - Reward: -0.10000000000000142
2025-02-10 11:52:56 - Action taken: [1. 1. 0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:56 - Reward: -0.10000000000000142
2025-02-10 11:52:56 - Action taken: [-0.6836924  1.         0.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:56 - Reward: 3.015264797507786
2025-02-10 11:52:56 - Action taken: [-0.95476496  1.          0.0205605 ], Reward: 3.015264797507786, Done: False, Truncated: False
2025-02-10 11:52:56 - Reward: -0.10000000000000142
2025-02-10 11:52:56 - Action taken: [-1.  1.  0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:56 - Reward: -0.10000000000000142
2025-02-10 11:52:56 - Action taken: [-0.15000427  1.          0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:56 - Reward: -0.10000000000000142
2025-02-10 11:52:56 - Action taken: [-1.  1.  0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:56 - Reward: -0.10000000000000142
2025-02-10 11:52:56 - Action taken: [-0.9330889  1.         0.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:56 - Reward: 3.015264797507786
2025-02-10 11:52:56 - Action taken: [-1.         0.7471267  0.       ], Reward: 3.015264797507786, Done: False, Truncated: False
2025-02-10 11:52:56 - Reward: -0.10000000000000142
2025-02-10 11:52:56 - Action taken: [-0.42552847  1.          0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:56 - Reward: -0.10000000000000142
2025-02-10 11:52:56 - Action taken: [-0.0330478   0.26021612  0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:56 - Reward: -0.10000000000000142
2025-02-10 11:52:56 - Action taken: [0.3579113  0.9034637  0.20609409], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:56 - Reward: 3.015264797507786
2025-02-10 11:52:56 - Action taken: [1. 1. 0.], Reward: 3.015264797507786, Done: False, Truncated: False
2025-02-10 11:52:56 - Reward: -0.10000000000000142
2025-02-10 11:52:56 - Action taken: [1.        0.8463253 1.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:56 - Reward: -0.10000000000000142
2025-02-10 11:52:56 - Action taken: [0.2601288 1.        0.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:56 - Reward: -0.10000000000000142
2025-02-10 11:52:56 - Action taken: [0.98588336 0.7096908  0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:56 - Reward: 3.015264797507786
2025-02-10 11:52:56 - Action taken: [-0.3428164  0.9027332  0.       ], Reward: 3.015264797507786, Done: False, Truncated: False
2025-02-10 11:52:56 - Reward: -0.10000000000000142
2025-02-10 11:52:56 - Action taken: [0.23872232 1.         0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:57 - Reward: -0.10000000000000142
2025-02-10 11:52:57 - Action taken: [0.5821677  1.         0.21051675], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:57 - Reward: -0.10000000000000142
2025-02-10 11:52:57 - Action taken: [-0.5084347  1.         0.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:57 - Reward: -0.10000000000000142
2025-02-10 11:52:57 - Action taken: [0.47834334 1.         0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:57 - Reward: -0.10000000000000142
2025-02-10 11:52:57 - Action taken: [-0.2531615  1.         0.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:57 - Reward: 3.015264797507786
2025-02-10 11:52:57 - Action taken: [-0.22617102  1.          0.        ], Reward: 3.015264797507786, Done: False, Truncated: False
2025-02-10 11:52:57 - Reward: -0.10000000000000142
2025-02-10 11:52:57 - Action taken: [-0.9081302   1.          0.15822467], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:57 - Reward: -0.10000000000000142
2025-02-10 11:52:57 - Action taken: [0.41528946 1.         0.8934756 ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:57 - Reward: -0.10000000000000142
2025-02-10 11:52:57 - Action taken: [-0.08177817  1.          0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:57 - Reward: -0.10000000000000142
2025-02-10 11:52:57 - Action taken: [0.904663   1.         0.49624398], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:57 - Reward: -0.10000000000000142
2025-02-10 11:52:57 - Action taken: [1. 1. 0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:57 - Reward: 3.0152647975077898
2025-02-10 11:52:57 - Action taken: [1. 1. 0.], Reward: 3.0152647975077898, Done: False, Truncated: False
2025-02-10 11:52:57 - Reward: -0.10000000000000142
2025-02-10 11:52:57 - Action taken: [1. 1. 0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:57 - Reward: -0.10000000000000142
2025-02-10 11:52:57 - Action taken: [-1.  1.  0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:57 - Reward: -0.10000000000000142
2025-02-10 11:52:57 - Action taken: [1. 1. 0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:57 - Reward: -0.10000000000000142
2025-02-10 11:52:57 - Action taken: [0.9561651 1.        0.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:57 - Reward: -0.10000000000000142
2025-02-10 11:52:57 - Action taken: [0.43711448 1.         0.27415887], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:57 - Reward: 3.0152647975077898
2025-02-10 11:52:57 - Action taken: [0.7223908 1.        0.       ], Reward: 3.0152647975077898, Done: False, Truncated: False
2025-02-10 11:52:57 - Reward: -0.10000000000000142
2025-02-10 11:52:57 - Action taken: [-1.  1.  0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:57 - Reward: -0.10000000000000142
2025-02-10 11:52:57 - Action taken: [-0.7948929  1.         0.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:57 - Reward: -0.10000000000000142
2025-02-10 11:52:57 - Action taken: [0.68002486 1.         0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:57 - Reward: -0.10000000000000142
2025-02-10 11:52:57 - Action taken: [0.47999254 1.         0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:58 - Reward: -0.10000000000000142
2025-02-10 11:52:58 - Action taken: [-0.17118269  1.          0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:58 - Reward: 3.0152647975077898
2025-02-10 11:52:58 - Action taken: [-1.  1.  0.], Reward: 3.0152647975077898, Done: False, Truncated: False
2025-02-10 11:52:58 - Reward: -0.10000000000000142
2025-02-10 11:52:58 - Action taken: [-1.  1.  0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:58 - Reward: -0.10000000000000142
2025-02-10 11:52:58 - Action taken: [-1.  1.  0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:58 - Reward: -0.10000000000000142
2025-02-10 11:52:58 - Action taken: [-1.  1.  0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:58 - Reward: -0.10000000000000142
2025-02-10 11:52:58 - Action taken: [-1.  1.  0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:58 - Reward: 3.0152647975077898
2025-02-10 11:52:58 - Action taken: [-1.  1.  0.], Reward: 3.0152647975077898, Done: False, Truncated: False
2025-02-10 11:52:58 - Reward: -0.10000000000000142
2025-02-10 11:52:58 - Action taken: [-1.  1.  0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:58 - Reward: -0.10000000000000142
2025-02-10 11:52:58 - Action taken: [-1.  1.  0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:58 - Reward: -0.10000000000000142
2025-02-10 11:52:58 - Action taken: [-1.  1.  0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:58 - Reward: -0.10000000000000142
2025-02-10 11:52:58 - Action taken: [-1.  1.  0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:58 - Reward: 3.0152647975077898
2025-02-10 11:52:58 - Action taken: [-0.68194544  1.          0.        ], Reward: 3.0152647975077898, Done: False, Truncated: False
2025-02-10 11:52:58 - Reward: -0.10000000000000142
2025-02-10 11:52:58 - Action taken: [-1.  1.  0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:58 - Reward: -0.10000000000000142
2025-02-10 11:52:58 - Action taken: [-1.  1.  0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:58 - Reward: -0.10000000000000142
2025-02-10 11:52:58 - Action taken: [-0.534402  1.        0.      ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:58 - Reward: -0.10000000000000142
2025-02-10 11:52:58 - Action taken: [-1.  1.  0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:58 - Reward: 3.0152647975077898
2025-02-10 11:52:58 - Action taken: [-1.  1.  0.], Reward: 3.0152647975077898, Done: False, Truncated: False
2025-02-10 11:52:58 - Reward: -0.10000000000000142
2025-02-10 11:52:58 - Action taken: [-0.8336935  1.         0.0787423], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:58 - Reward: -0.10000000000000142
2025-02-10 11:52:58 - Action taken: [-1.  1.  0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:58 - Reward: -0.10000000000000142
2025-02-10 11:52:58 - Action taken: [-1.  1.  0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:58 - Reward: 3.0152647975077898
2025-02-10 11:52:58 - Action taken: [-1.  1.  0.], Reward: 3.0152647975077898, Done: False, Truncated: False
2025-02-10 11:52:58 - Reward: -0.10000000000000142
2025-02-10 11:52:58 - Action taken: [-1.  1.  0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:59 - Reward: -0.10000000000000142
2025-02-10 11:52:59 - Action taken: [0.6039761 1.        0.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:59 - Reward: 3.0152647975077898
2025-02-10 11:52:59 - Action taken: [1.         1.         0.12429204], Reward: 3.0152647975077898, Done: False, Truncated: False
2025-02-10 11:52:59 - Reward: -0.10000000000000142
2025-02-10 11:52:59 - Action taken: [-0.8889063  0.6632898  0.1177824], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:59 - Reward: -0.10000000000000142
2025-02-10 11:52:59 - Action taken: [1. 0. 0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:59 - Reward: 3.0152647975077898
2025-02-10 11:52:59 - Action taken: [0.46638107 0.         0.        ], Reward: 3.0152647975077898, Done: False, Truncated: False
2025-02-10 11:52:59 - Reward: -0.10000000000000142
2025-02-10 11:52:59 - Action taken: [1.         0.29045892 1.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:59 - Reward: -0.10000000000000142
2025-02-10 11:52:59 - Action taken: [1.         1.         0.20243245], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:59 - Reward: -0.10000000000000142
2025-02-10 11:52:59 - Action taken: [0.2326653 0.8352586 1.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:59 - Reward: 3.0152647975077898
2025-02-10 11:52:59 - Action taken: [0.44016206 1.         0.24579704], Reward: 3.0152647975077898, Done: False, Truncated: False
2025-02-10 11:52:59 - Reward: -0.10000000000000142
2025-02-10 11:52:59 - Action taken: [0.7756455 0.9140279 0.5176463], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:59 - Reward: -0.10000000000000142
2025-02-10 11:52:59 - Action taken: [0.09505719 1.         0.7466383 ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:59 - Reward: -0.10000000000000142
2025-02-10 11:52:59 - Action taken: [0.61614615 1.         1.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:59 - Reward: -0.10000000000000142
2025-02-10 11:52:59 - Action taken: [0.35095027 0.66575074 1.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:59 - Reward: -0.10000000000000142
2025-02-10 11:52:59 - Action taken: [0.06962564 0.26824695 0.12635452], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:59 - Reward: -0.10000000000000142
2025-02-10 11:52:59 - Action taken: [0.20277292 1.         0.6811303 ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:59 - Reward: -0.10000000000000142
2025-02-10 11:52:59 - Action taken: [-0.20058022  0.          0.02507567], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:59 - Reward: -0.10000000000000142
2025-02-10 11:52:59 - Action taken: [0.5470996 1.        0.6674194], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:59 - Reward: -0.10000000000000142
2025-02-10 11:52:59 - Action taken: [-1.         0.         0.7351045], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:59 - Reward: -0.10000000000000142
2025-02-10 11:52:59 - Action taken: [-0.52615035  0.          0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:59 - Reward: -0.10000000000000142
2025-02-10 11:52:59 - Action taken: [0.17616722 0.         0.53811467], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:59 - Reward: -0.10000000000000142
2025-02-10 11:52:59 - Action taken: [-0.28156176  0.          1.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:52:59 - Reward: -0.10000000000000142
2025-02-10 11:52:59 - Action taken: [0.4442743  0.46167898 0.48263222], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:00 - Reward: -0.10000000000000142
2025-02-10 11:53:00 - Action taken: [-0.14737079  1.          0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:00 - Reward: -0.10000000000000142
2025-02-10 11:53:00 - Action taken: [0.5671558 0.        0.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:00 - Reward: -0.10000000000000142
2025-02-10 11:53:00 - Action taken: [0.10005434 0.4853985  0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:00 - Reward: -0.10000000000000142
2025-02-10 11:53:00 - Action taken: [0.90295595 0.3710039  0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:00 - Reward: -0.10000000000000142
2025-02-10 11:53:00 - Action taken: [0.14705    0.05537397 0.85399187], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:00 - Reward: -0.10000000000000142
2025-02-10 11:53:00 - Action taken: [0.16389526 0.21601807 0.2680507 ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:00 - Reward: -0.10000000000000142
2025-02-10 11:53:00 - Action taken: [0.77828735 0.         0.46873587], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:00 - Reward: -0.10000000000000142
2025-02-10 11:53:00 - Action taken: [0.16868117 1.         0.20099694], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:00 - Reward: -0.10000000000000142
2025-02-10 11:53:00 - Action taken: [-0.28216475  0.36775208  0.25872177], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:00 - Reward: -0.10000000000000142
2025-02-10 11:53:00 - Action taken: [0.873865   0.59421474 0.02118347], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:00 - Reward: -0.10000000000000142
2025-02-10 11:53:00 - Action taken: [-0.8032875  0.         0.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:00 - Reward: -0.10000000000000142
2025-02-10 11:53:00 - Action taken: [-1.  0.  0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:00 - Reward: -0.10000000000000142
2025-02-10 11:53:00 - Action taken: [-0.621822    0.4305228   0.01977527], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:00 - Reward: -0.10000000000000142
2025-02-10 11:53:00 - Action taken: [-0.18439993  0.22655049  1.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:00 - Reward: -0.10000000000000142
2025-02-10 11:53:00 - Action taken: [0.95804 0.      0.     ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:00 - Reward: -0.10000000000000142
2025-02-10 11:53:00 - Action taken: [0.21104915 0.         0.18912816], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:00 - Reward: -0.10000000000000142
2025-02-10 11:53:00 - Action taken: [0.18409832 0.14450732 0.05673349], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:00 - Reward: -0.10000000000000142
2025-02-10 11:53:00 - Action taken: [-0.15299043  0.52291346  0.7800181 ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:00 - Reward: -0.10000000000000142
2025-02-10 11:53:00 - Action taken: [-0.6697967  1.         0.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:00 - Reward: -0.10000000000000142
2025-02-10 11:53:00 - Action taken: [-0.12486848  0.00450826  0.6172653 ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:01 - Reward: -0.10000000000000142
2025-02-10 11:53:01 - Action taken: [-0.32550332  0.          0.32680076], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:01 - Reward: -0.10000000000000142
2025-02-10 11:53:01 - Action taken: [0.44083828 0.         0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:01 - Reward: -0.10000000000000142
2025-02-10 11:53:01 - Action taken: [0.19934294 1.         0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:01 - Reward: -0.10000000000000142
2025-02-10 11:53:01 - Action taken: [1.         0.         0.08673406], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:01 - Reward: -0.10000000000000142
2025-02-10 11:53:01 - Action taken: [0.15399906 0.         0.2639251 ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:01 - Reward: -0.10000000000000142
2025-02-10 11:53:01 - Action taken: [0.12757947 0.28365347 0.15518275], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:01 - Reward: -0.10000000000000142
2025-02-10 11:53:01 - Action taken: [1.         0.9065233  0.05735458], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:01 - Reward: -0.10000000000000142
2025-02-10 11:53:01 - Action taken: [-0.12541048  0.32973078  0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:01 - Reward: -0.10000000000000142
2025-02-10 11:53:01 - Action taken: [0.82832026 0.844987   0.8983718 ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:01 - Reward: -0.10000000000000142
2025-02-10 11:53:01 - Action taken: [0.05343809 1.         0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:01 - Reward: 3.0152647975077898
2025-02-10 11:53:01 - Action taken: [-0.01777618  0.98621327  0.        ], Reward: 3.0152647975077898, Done: False, Truncated: False
2025-02-10 11:53:01 - Reward: -0.10000000000000142
2025-02-10 11:53:01 - Action taken: [0.6269217  0.22060129 0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:01 - Reward: -0.10000000000000142
2025-02-10 11:53:01 - Action taken: [0.56441677 1.         0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:01 - Reward: -0.10000000000000142
2025-02-10 11:53:01 - Action taken: [-0.3707494   0.57390857  0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:01 - Reward: -0.10000000000000142
2025-02-10 11:53:01 - Action taken: [-0.85730547  0.          0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:01 - Reward: -0.10000000000000142
2025-02-10 11:53:01 - Action taken: [0.48722327 1.         0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:01 - Reward: -0.10000000000000142
2025-02-10 11:53:01 - Action taken: [-0.30542904  0.7808438   1.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:01 - Reward: -0.10000000000000142
2025-02-10 11:53:01 - Action taken: [0.9833145  0.         0.21249364], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:01 - Reward: -0.10000000000000142
2025-02-10 11:53:01 - Action taken: [-0.01716162  0.76047134  0.3135231 ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:01 - Reward: -0.10000000000000142
2025-02-10 11:53:01 - Action taken: [-0.4496229  0.7614249  0.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:01 - Reward: -0.10000000000000142
2025-02-10 11:53:01 - Action taken: [1. 0. 0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:02 - Reward: -0.10000000000000142
2025-02-10 11:53:02 - Action taken: [-1.          0.05121964  0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:02 - Reward: -0.10000000000000142
2025-02-10 11:53:02 - Action taken: [0.7070793 0.        0.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:02 - Reward: -0.10000000000000142
2025-02-10 11:53:02 - Action taken: [0.32215512 0.         0.715452  ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:02 - Reward: -0.10000000000000142
2025-02-10 11:53:02 - Action taken: [-0.7302215   0.00437926  0.25481528], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:02 - Reward: -0.10000000000000142
2025-02-10 11:53:02 - Action taken: [1. 0. 0.], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:02 - Reward: -0.10000000000000142
2025-02-10 11:53:02 - Action taken: [0.7022468 1.        0.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:02 - Reward: -0.10000000000000142
2025-02-10 11:53:02 - Action taken: [0.25497687 0.3066212  0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:02 - Reward: -0.10000000000000142
2025-02-10 11:53:02 - Action taken: [-0.1216077  1.         0.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:02 - Reward: -0.10000000000000142
2025-02-10 11:53:02 - Action taken: [0.22178781 0.5658712  0.8417249 ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:02 - Reward: -0.10000000000000142
2025-02-10 11:53:02 - Action taken: [-0.6714283   0.          0.13873579], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:02 - Reward: -0.10000000000000142
2025-02-10 11:53:02 - Action taken: [-0.08119595  1.          0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:02 - Reward: -0.10000000000000142
2025-02-10 11:53:02 - Action taken: [1.         0.8901076  0.15949957], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:02 - Reward: -0.10000000000000142
2025-02-10 11:53:02 - Action taken: [-0.21926276  0.5388392   0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:02 - Reward: -0.10000000000000142
2025-02-10 11:53:02 - Action taken: [-0.8987508   0.66275454  0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:02 - Reward: -0.10000000000000142
2025-02-10 11:53:02 - Action taken: [0.18912077 0.         0.        ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:02 - Reward: -0.10000000000000142
2025-02-10 11:53:02 - Action taken: [0.7951337 0.        0.       ], Reward: -0.10000000000000142, Done: False, Truncated: False
2025-02-10 11:53:02 - Reward: -0.10000000000000142
2025-02-10 11:53:02 - Action taken: [-0.9952503   0.5273101   0.30683616], Reward: -0.10000000000000142, Done: False, Truncated: False
